Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2021-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bangladesh,BGD,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4099998474121,,,,7.92999982833862,,,15.3400001525879,,,16.7800006866455,20.8299999237061,,,
Bangladesh,BGD,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,,57.1699981689453,,,,,,,,,,,,,48.9700012207031,,,,,,,45.6699981689453,,,49.060001373291,49.2599983215332,50.2799987792969,,,78.620002746582,,75.9000015258789,,,,,72.5599975585938,,,,72.0599975585938,,,57.2999992370605,,,58.0699996948242,,,,58.5800018310547,,,57.1800003051758,,,56.0900001525879,58.3300018310547,,,
Bangladesh,BGD,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2900009155273,50.0499992370605,49.8199996948242,49.6199989318848,49.4500007629395,49.3199996948242,48.9900016784668,48.7200012207031,48.4700012207031,48.2200012207031,47.939998626709,47.5999984741211,47.2900009155273,46.9799995422363,46.6599998474121,46.310001373291,45.7700004577637,45.1300010681152,44.4900016784668,43.8499984741211,43.2099990844727,42.5800018310547,41.9599990844727,41.3400001525879,40.7200012207031,40.1100006103516,39.5099983215332,41.9500007629395,42,41.9700012207031,
Bangladesh,BGD,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,,,,32.37249,,,,,,,
Bangladesh,BGD,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.49,,,,,,,,,,26.98,,,,,,,
Bangladesh,BGD,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.3699979782104,79.379997253418,79.3899965286255,79.3500022888184,79.2600030899048,79.1799964904785,79.0700006484986,78.9299964904785,78.7100009918213,78.4700002670288,78.2200012207031,77.9899988174439,77.7500038146973,77.7300004959107,77.5999984741211,77.289999961853,79.0100002288818,80.6100006103516,82.1599998474121,83.420000076294,81.6499996185303,79.7999992370606,77.920000076294,75.8600025177002,73.7800006866455,71.6499977111817,68.2700023651123,66.7499980926514,65.3800010681152,
Bangladesh,BGD,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5100021362305,73,72.4199981689453,71.9300003051758,71.4800033569336,70.75,69.6900024414063,68.620002746582,67.4899978637695,66.4000015258789,66.1699981689453,66.3099975585938,66.8199996948242,65.9100036621094,65.1800003051758,65.7600021362305,64.0999984741211,62.3800010681152,60.3899993896484,60.2200012207031,58.1199989318848,55.9199981689453,53.6500015258789,52.2799987792969,50.9199981689453,49.6199989318848,51.3499984741211,51.4099998474121,51.3699989318848,
Bangladesh,BGD,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,52.9,,49.4,,,55.3,,,58.4,,,,52.7,,,,,51.2,,,,,46.8,,,,,43.1,,,,,,39,,,,
Bangladesh,BGD,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,9.7,,10,,,9.4,,,9.6,,,,8.8,,,,,8.6,,,,,8.8,,,,,8.9,,,,,,8.6,,,,
Bangladesh,BGD,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.20978928,3.57829118,4.53987026,4.75530863,4.86526632,4.38878441,4.72820282,5.07503128,3.84079933,4.11516047,4.43938971,4.14084101,3.95503187,3.58483458,3.61174417,3.37967944,3.02007985,2.99446297,2.97787333,,
Bangladesh,BGD,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48313748836517,,,,,1.82254761457443,,,,,2.11540833115578,,,,,,4.51315194368362,,,,
Bangladesh,BGD,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,
Bangladesh,BGD,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,0.8,,,,1.1,,,1,,,,2.1,,,1.5,,,,,,
Bangladesh,BGD,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2346149999999,35.459023,34.713543,34.002426,33.361561,32.7146839999999,32.129894,31.555668,31.017187,30.480528,29.974333,29.455549,28.983816,28.5558109999999,28.165531,27.80978,,,,,
Bangladesh,BGD,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,43.5,,42.3,,41.1,,40.1,,39.1,,
Bangladesh,BGD,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6553394190408,98.663306888778,98.6712743585153,98.6792418282525,98.6872092979898,98.5866558402911,98.4860848612256,98.385496360793,98.2848903389935,98.184266795827,98.0836257312935,97.9829671453931,97.8822910381257,97.7815974094913,97.68088625949,97.5801575881216,97.4794113953864,97.4872737369218,,,
Bangladesh,BGD,Number of neonatal deaths,SH.DTH.NMRT,237788,241103,244407,248108,252010,256251,260960,265878,270969,275888,280266,284391,287958,291206,293736,295899,297585,298726,298936,298243,296651,293736,289377,283729,277375,270622,263588,256156,248473,240481,232185,223735,215000,206057,197161,188464,180177,172129,164516,157185,150029,143195,136430,129918,123436,117138,110896,104858,99033,93498,88248,83370,78881,74762,70921,67411,64134,61061,58203,55542,
Bangladesh,BGD,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,0.16,,,,,0.16,,,,,0.021,,,0.019,,
Bangladesh,BGD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,5.26359987258911,6.63402986526489,6.39411020278931,6.47325992584229,8.08761978149414,8.38862991333008,9.13004970550537,10.4684295654297,,,11.191029548645,11.0621004104614,12.5366697311401,12.1138496398926,,,,15.1968698501587,,18.129789352417,20.4904193878174,18.5847797393799,15.6937999725342,16.6816291809082,15.9531202316284,,17.3365306854248,18.1534004211426,17.8161907196045,14.0298700332642,,16.7939701080322,15.5932397842407,13.8228197097778,,,11.4194202423096,,,9.27375030517578,
Bangladesh,BGD,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2086501121521,,,,,,,,,,5.97435998916626,6.15952014923096,5.73784017562866,6.10905981063843,8.5697603225708,8.8502197265625,9.32695960998535,9.72739028930664,10.1376104354858,
Bangladesh,BGD,"Secondary education, teachers, female",SE.SEC.TCHR.FE,,,,,,,,,,,,,,9280,,,,,,6929,7489,,,,,9575,10382,11230,12081,12422,12507,,,,,,,,31787,35424,36347,41765,46355,56910,68426,72810,80051,81786,72434,77263,78347,81190,78649,78664,,,97620.578125,99194.09375,101344,88359,
Bangladesh,BGD,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,6.56129,,,,6.23566,,,,,,,,,,,,,,,,,40.60347,44.85033,47.09899,49.58639,51.17523,51.04549,45.94321,45.41747,45.90001,46.63704,,48.25183,50.41391,50.83343,53.12643,56.53654,,63.11644,68.92778,68.87605,72.27917,,
Bangladesh,BGD,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,9.41456985473633,,,,,,,,,,,,,,,,,,,,20.8212890625,,,,,,,,,,30.05592918396,30.410530090332,27.2711696624756,27.6012001037598,33.4365196228027,33.9949607849121,34.640869140625,35.2952919006348,35.9636116027832,
Bangladesh,BGD,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,3012322,,,2449992,,,,2426840,2524281,,,2579663,,3012611,2872564,3040693,3148406,3279336,2390162,2419283,2167110,,,,,,,,,,,,,,,,,,239896,,,,,,,,,,,,
Bangladesh,BGD,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,,,,,,,,,,,,,,,,,21.0300407409668,,,,20.504020690918,,,,,,,,46.677848815918,,,,,,,,,,,,,,,,,,,,66.6008605957031,66.2009582519531,,,,,,,,,,,
Bangladesh,BGD,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,,,,,,,,,,,75.0124130249023,69.576301574707,82.6971282958984,98.2933578491211,98.4118728637695,103.409439086914,104.794868469238,93.5443725585938,91.7619400024414,90.3788070678711,88.9098968505859,82.7815093994141,83.6359710693359,90.6142120361328,84.3632125854492,82.3294372558594,81.9080200195313,80.5870132446289,88.9137573242188,88.5852966308594,90.7105407714844,,,,,,,,,,,,,,,99.430549621582,99.6859512329102,98.1419219970703,96.6122894287109,100.56884765625,102.825469970703,,,,,,,111.086807250977,112.357452392578,,
Bangladesh,BGD,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,0.612030029296875,,,,,,,,,,0.73429000377655,,,,,,,,,,0.897149980068207,,,,,,1.19579994678497,,,,1.03948998451233,1.03896999359131,1.0325700044632,1.02140998840332,1.03737998008728,1.02812004089355,1.03005003929138,1.03276002407074,1.02479994297028,
Bangladesh,BGD,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3973241330295,,,,,13.0917296932175,,,,,,40.3763543758825,,,,
Bangladesh,BGD,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5418936569638,13.456459398153,13.4963573462593,13.2044951359595,13.4411935867919,14.1057841374257,14.4387167196934,14.7333607355797,15.2594161748813,15.6109884584356,15.7959320330878,15.96097069578,16.3241015259582,16.9585450150727,17.2673434519838,17.5137431055149,17.9981777205623,18.661584408791,19.7445085360031,20.9206088645939,22.1571297960395,23.4095554351807,23.7873516082764,24.9661979675293,25.8188781738281,27.2837295532227,28.4988307952881,29.7381744384766,30.6559584472499,31.4128719205924,
Bangladesh,BGD,Gross savings (current US$),NY.GNS.ICTR.CD,,,,,,,,,,,,,,,,,-85075475.3677897,968967920.569496,757650908.143812,1101457206.821,1511431172.76936,4281429667.98837,4358745262.29777,4067609227.0316,3083130166.6086,4794382065.16815,4959267891.02469,5497521448.49845,5899448421.61196,6431610359.20524,7275332204.38845,6984134043.08458,6974051092.71407,6932201264.86547,7569974759.9727,8402195375.62107,10745305213.0125,11770395044.1549,12913038448.4585,13668711789.9473,14835444049.3818,15345561208.048,16827204367.806,18146698367.9907,20559585887.0529,22473596414.3053,25379790098.7853,28912995448.4434,34254092706.0742,39941865511.1241,44706922021.4855,48956043815.024,54136962495.0575,59615108541.7508,65314901844.7167,71659752874.1795,82180878033.0658,87981764198.9836,91169909511.4794,107970164294.571,
Bangladesh,BGD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,8399229108.35576,10948234834.7012,14726601164.442,14612255950.6217,12748203735.7556,12459885762.845,15000933835.0456,18482464846.4267,21495903580.0191,20906830880.537,19631686878.0644,19385911622.6188,20469650220.1726,23034262941.2841,26554303286.9657,28686460019.6468,30263526734.0559,32618765129.8636,33713368746.4798,35343162541.9433,35844144873.4445,36601374716.9646,39239825917.2574,43235500965.4096,47648031016.8178,51007260846.2321,52908196769.0807,55712709024.3031,57006615191.3699,57885640079.8332,62202314641.6736,69524380790.8107,76597955075.9008,80892598776.8431,86321635004.4349,95700151953.9638,106129586446.968,118314359190.439,133342217808.829,146862470186.875,158833016481.967,171249750508.532,191313721797.945,216290502384.802,242750001563.116,282036367902.918,316235042683.122,
Bangladesh,BGD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87748279414.5115,93877361052.9595,101242629346.921,108524477217.83,115153775335.499,123589357915.712,131544515823.172,139820916420.326,148714667323.611,157907297578.454,169982625550.404,182530878323.728,192525389222.947,205395097097.312,221976241490.676,243850841837.185,267992112039.735,294615766783.983,318408634407.704,337022600328.456,359946756345.02,391220073587.411,443598789939.633,480218563286.77,520423230999.264,555570050290.634,608047366029.664,664403662063.264,734108282366.193,809376043816.389,
Bangladesh,BGD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.18130022309352,2.317794682729,2.31830977773363,2.43802866296412,2.22486634056051,2.40133617437221,2.55252883445143,2.93009796673359,2.76104349209501,3.08761186949042,3.10336823224755,3.19532894445368,3.33598795253501,5.38447748480373,7.78287004728907,14.0535094856153,11.5758168379768,11.2042150674758,14.0746101065601,15.8430153364616,18.6242673078708,20.467080880845,22.4842779891836,24.3926886159198,26.3137509921925,31.1805096831164,33.7542752004582,37.5076261063862,40.3191359831718,43.6809347560215,46.5344945968151,47.8046685160155,49.0390624523244,49.1153271061926,51.0633472235706,54.7117920826436,65.1853870383857,67.6625831070832,70.8672268676628,73.5467434588277,76.0816491685812,78.5627935786781,81.621138985861,86.3680747755874,90.3083041352332,94.4501687091566,100,106.471260102962,114.840929757448,122.609177570961,131.369190146333,141.694087083744,153.262805220381,164.259340116112,173.570854744553,183.764284050805,196.127673864201,208.441928090936,220.10925069838,229.923814889489,
Bangladesh,BGD,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,,,,,,,,,,,,,,,,,-883471677.784039,224225991.174998,-273848445.176639,-139719171.150447,74995607.1827564,2692823988.63235,2917231878.95557,2692986690.43241,1629942332.51762,3084055243.85453,3303642265.28332,3623835673.53699,3812659396.96104,4185114265.27187,4792324402.27204,4553698347.33829,4446640895.49822,4284461697.2261,4861763668.48122,5375433372.98855,7025094697.42472,7920509801.27298,8925025850.74184,9577791859.56928,10608334307.6569,11032131036.735,12457987198.3231,13324056949.0001,15425722627.8886,17027008430.2728,19112116329.4948,21975423213.1009,26286811349.1477,30992543607.5097,34694957581.3589,37870861045.4346,42690446554.9497,46645385751.2962,50324856553.9243,54745255141.96,62999894845.9122,66416567928.1689,67459868356.687,,
Bangladesh,BGD,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,,,,,,,,,,,,,,43986993.0160231,112705737.107708,155519354.033348,50526484.7474745,57653133.3936652,85368133.6376607,108750033.653088,127098590.988372,144135312.117503,131930089.82036,144983838.383838,175076280,203898115.384616,244223833.333334,273536290.322581,299027236.277953,353022820.519549,386808665.877467,347804032.128851,389743630.408488,442899831.798941,465568427.215442,522684712.019012,621844438.957701,644973536.299765,767526505.94392,697506613.976705,705302389.18704,723187157.153447,711350557.20007,1051413056.99482,1005296599.28656,1120444300,1221510706.21233,1516485097.01709,1687498334.06209,1758582651.18658,2215727296.13013,2729343466.95068,2885535385.42493,2929475121.36616,2988272572.22978,2977434890.59491,2917718500.56108,3245074351.55099,3570214323.66358,,
Bangladesh,BGD,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,2.03375392359126,26.6464781713453,3.91926614314035,36.0536795447506,7.8859911397513,-4.00791471854747,-13.3219530492559,18.4028292346264,6.02249561446418,0.737672313446495,-19.6383561732129,-46.6848485808886,69.6899882690189,20.6046141530667,-12.5921208423355,-1.54574786523692,17.1459532934297,4.58699038949291,21.1330198048223,-3.82095091620937,5.00925762281459,3.37754520459559,3.89906744458288,9.62858041951206,6.1884354802105,6.9084579356919,8.62689243221749,3.12302685786072,3.77914617026296,7.29753048186888,4.71089840031851,6.98920326290744,8.09418660391235,8.12966918201263,10.1343668378215,6.7367266942038,5.22548196685801,8.72690136541277,5.24130504561033,6.2557713633559,7.46167969142695,5.80300982513668,6.58169972660112,7.04927176809227,7.93237096246264,9.79789995427474,9.02782823144118,7.03353404276032,6.9131732541132,7.03220195924095,9.01913017776386,9.43559876355735,9.63935890619349,8.16001423685813,9.6669048552674,11.0937338429127,10.2246016651116,12.0605712836144,12.6696472426847,
